,Item_id,User_id,Rating,Timestamp,Model_attr,Category,Brand,Year,User_attr,Split,Month
690365,1575,557363,4.0,2015-12-03,Male,Headphones,Sony,2015,Male,2,12
690389,8688,627277,5.0,2015-12-03,Female,Camera & Photo,Fujifilm,2015,Female,0,12
690393,5273,384487,5.0,2015-12-03,Female&Male,Portable Audio & Video,Bose,2015,Female,0,12
690421,3925,627019,4.0,2015-12-03,Female,Camera & Photo,Fujifilm,2015,Male,2,12
690445,3011,627326,5.0,2015-12-03,Male,Camera & Photo,Fujifilm,2015,Male,0,12
690449,5899,627330,1.0,2015-12-03,Female,Headphones,Mpow,2015,Male,0,12
690509,2586,55506,4.0,2015-12-03,Female,Camera & Photo,Polaroid,2015,Female,2,12
690525,2031,118239,5.0,2015-12-03,Female,Computers & Accessories,Logitech,2015,Male,1,12
690581,3106,627447,5.0,2015-12-03,Female,Computers & Accessories,Bose,2015,Female,0,12
690671,3173,627055,5.0,2015-12-03,Female&Male,Computers & Accessories,ViewSonic,2015,Female,2,12
690722,3783,627570,5.0,2015-12-03,Male,Camera & Photo,Neewer,2015,Male,0,12
690801,6853,627414,5.0,2015-12-03,Female&Male,Headphones,Tiamat,2015,Female,2,12
690814,2140,627651,5.0,2015-12-03,Female,Portable Audio & Video,Pyle,2015,Male,0,12
690840,4203,393712,1.0,2015-12-03,Female,Headphones,Bose,2015,Male,2,12
690863,4407,550474,5.0,2015-12-03,Male,Camera & Photo,Fujifilm,2015,Female,2,12
690886,4407,627713,4.0,2015-12-03,Male,Camera & Photo,Fujifilm,2015,Female,0,12
690889,4969,627714,5.0,2015-12-03,Male,Headphones,Bose,2015,Male,0,12
690921,8061,627677,3.0,2015-12-03,Female&Male,Headphones,EldHus,2015,Female,2,12
690943,3524,627760,2.0,2015-12-03,Male,Headphones,Skullcandy,2015,Female,0,12
690950,3524,627767,5.0,2015-12-03,Male,Headphones,Skullcandy,2015,Female,0,12
690953,1593,627769,5.0,2015-12-03,Female&Male,Camera & Photo,Canon,2015,Female,0,12
690957,3931,472365,5.0,2015-12-03,Female,Computers & Accessories,Fintie,2015,Female,2,12
690967,5146,627781,3.0,2015-12-03,Female,Headphones,Jabra,2015,Male,0,12
690992,5041,627802,3.0,2015-12-03,Male,Headphones,Bose,2015,Female,0,12
690997,4876,627806,5.0,2015-12-03,Male,Computers & Accessories,XShields,2015,Female,0,12
691011,5748,186818,5.0,2015-12-03,Female&Male,Portable Audio & Video,Mpow,2015,Male,2,12
691073,7356,627868,5.0,2015-12-03,Female&Male,Headphones,Mpow,2015,Male,0,12
691074,7356,627142,5.0,2015-12-03,Female&Male,Headphones,Mpow,2015,Male,2,12
691103,6689,627895,5.0,2015-12-03,Female&Male,Headphones,Mpow,2015,Female,0,12
691114,6853,627904,5.0,2015-12-03,Female&Male,Headphones,Tiamat,2015,Female,0,12
691137,6871,627923,4.0,2015-12-03,Female,Headphones,Etre Jeune,2015,Male,2,12
691164,4407,546628,5.0,2015-12-04,Male,Camera & Photo,Fujifilm,2015,Male,2,12
691171,1575,627952,5.0,2015-12-04,Male,Headphones,Sony,2015,Female,0,12
691244,7827,628013,5.0,2015-12-04,Female,Accessories & Supplies,Etre Jeune,2015,Male,0,12
691356,5521,628117,4.0,2015-12-04,Female&Male,Headphones,ebasy,2015,Female,0,12
691421,4177,628175,5.0,2015-12-04,Female,Television & Video,Toshiba,2015,Female,0,12
691469,5989,628216,4.0,2015-12-04,Female&Male,Computers & Accessories,Plemo,2015,Female,0,12
691488,3403,453094,5.0,2015-12-04,Female&Male,Headphones,EldHus,2015,Female,2,12
691496,1258,375661,5.0,2015-12-04,Female&Male,Camera & Photo,Fujifilm,2015,Female,2,12
691520,5273,628262,1.0,2015-12-04,Female&Male,Portable Audio & Video,Bose,2015,Male,0,12
691536,1105,628275,5.0,2015-12-04,Male,Car Electronics & GPS,Garmin,2015,Male,0,12
691588,3403,628318,5.0,2015-12-04,Female&Male,Headphones,EldHus,2015,Male,0,12
691658,2355,628383,5.0,2015-12-04,Male,Headphones,Skullcandy,2015,Female,0,12
691682,5806,628403,3.0,2015-12-04,Female&Male,Accessories & Supplies,Fintie,2015,Female,0,12
691717,4203,628435,5.0,2015-12-04,Female,Headphones,Bose,2015,Female,0,12
691751,4791,628465,5.0,2015-12-04,Male,Computers & Accessories,LSS,2015,Female,0,12
691804,4539,628509,4.0,2015-12-04,Female&Male,Accessories & Supplies,EldHus,2015,Male,0,12
691817,6687,628521,3.0,2015-12-04,Female&Male,Headphones,Mpow,2015,Male,0,12
691818,5156,628522,5.0,2015-12-04,Female,Portable Audio & Video,Bose,2015,Male,0,12
691851,5951,154795,3.0,2015-12-04,Female,Headphones,Etre Jeune,2015,Female,2,12
691853,5951,628553,2.0,2015-12-04,Female,Headphones,Etre Jeune,2015,Female,0,12
691869,4446,628565,5.0,2015-12-04,Female&Male,Headphones,TaoTronics,2015,Female,0,12
691870,1911,628566,3.0,2015-12-04,Female&Male,Headphones,Sennheiser,2015,Female,0,12
691937,8205,628624,5.0,2015-12-04,Female,Computers & Accessories,Logitech,2015,Female,0,12
691964,6123,628648,5.0,2015-12-04,Female,Computers & Accessories,Fintie,2015,Male,0,12
691970,8332,628653,5.0,2015-12-04,Female,Computers & Accessories,iRULU,2015,Male,0,12
692003,4898,628681,5.0,2015-12-04,Female,Computers & Accessories,Fintie,2015,Female,0,12
692010,4633,628686,4.0,2015-12-04,Female&Male,Television & Video,DBPOWER,2015,Female,0,12
692040,6689,628710,4.0,2015-12-04,Female&Male,Headphones,Mpow,2015,Female,0,12
692127,6020,628787,4.0,2015-12-04,Male,Headphones,Mpow,2015,Female,0,12
692242,7346,628882,5.0,2015-12-05,Male,Camera & Photo,Funlux,2015,Female,0,12
692303,3348,628938,2.0,2015-12-05,Male,Television & Video,DBPOWER,2015,Female,0,12
692324,1958,628954,3.0,2015-12-05,Female,Headphones,Sennheiser,2015,Male,0,12
692341,4898,628968,5.0,2015-12-05,Female,Computers & Accessories,Fintie,2015,Female,0,12
692345,3229,628972,5.0,2015-12-05,Female,Accessories & Supplies,Etre Jeune,2015,Female,0,12
692361,2355,517305,4.0,2015-12-05,Male,Headphones,Skullcandy,2015,Male,2,12
692384,7497,629005,5.0,2015-12-05,Male,Camera & Photo,Sony,2015,Male,0,12
692387,5748,629008,5.0,2015-12-05,Female&Male,Portable Audio & Video,Mpow,2015,Female,0,12
692424,5402,629042,2.0,2015-12-05,Female,Wearable Technology,Sony,2015,Male,0,12
692450,8184,305071,5.0,2015-12-05,Female&Male,Headphones,Bose,2015,Male,2,12
692520,8276,629119,5.0,2015-12-05,Female,Computers & Accessories,Fintie,2015,Male,0,12
692523,8442,414084,4.0,2015-12-05,Female&Male,Computers & Accessories,HP,2015,Female,1,12
692529,5930,629126,5.0,2015-12-05,Female&Male,Camera & Photo,Fujifilm,2015,Female,0,12
692531,5405,629128,5.0,2015-12-05,Female,Computers & Accessories,Apple,2015,Male,0,12
692536,3979,629133,5.0,2015-12-05,Female,Camera & Photo,Fujifilm,2015,Female,0,12
692582,111,629174,5.0,2015-12-05,Female&Male,Headphones,Panasonic,2015,Female,0,12
692583,111,629175,4.0,2015-12-05,Female&Male,Headphones,Panasonic,2015,Female,0,12
692633,5211,629175,4.0,2015-12-05,Male,Computers & Accessories,XShields,2015,Female,2,12
692635,6726,481572,1.0,2015-12-05,Female&Male,Camera & Photo,Polaroid,2015,Male,2,12
692638,5142,629222,4.0,2015-12-05,Female,Headphones,Jabra,2015,Male,0,12
692696,1661,629271,5.0,2015-12-05,Male,Computers & Accessories,Logitech,2015,Female,0,12
692726,7202,629298,3.0,2015-12-05,Male,Headphones,Sony,2015,Male,0,12
692754,827,629324,4.0,2015-12-05,Male,Home Audio,Pyle,2015,Male,0,12
692844,6689,537968,5.0,2015-12-05,Female&Male,Headphones,Mpow,2015,Female,2,12
692863,6853,629413,5.0,2015-12-05,Female&Male,Headphones,Tiamat,2015,Male,0,12
692905,4925,629452,4.0,2015-12-05,Male,Computers & Accessories,XShields,2015,Male,0,12
692982,3403,629517,2.0,2015-12-05,Female&Male,Headphones,EldHus,2015,Female,0,12
693088,4100,629612,4.0,2015-12-06,Male,Computers & Accessories,LSS,2015,Female,0,12
693142,6687,629657,5.0,2015-12-06,Female&Male,Headphones,Mpow,2015,Male,0,12
693147,4587,629631,5.0,2015-12-06,Female,Television & Video,Pyle,2015,Female,2,12
693148,8004,629662,5.0,2015-12-06,Female,Camera & Photo,Mpow,2015,Female,0,12
693150,8004,629664,5.0,2015-12-06,Female,Camera & Photo,Mpow,2015,Female,0,12
693171,4446,629684,2.0,2015-12-06,Female&Male,Headphones,TaoTronics,2015,Male,0,12
693173,5054,625447,4.0,2015-12-06,Female&Male,Home Audio,TaoTronics,2015,Male,2,12
693213,2072,572144,5.0,2015-12-06,Female&Male,Headphones,ebasy,2015,Male,2,12
693294,7202,519796,5.0,2015-12-06,Male,Headphones,Sony,2015,Male,2,12
693379,3195,629864,5.0,2015-12-06,Female&Male,Portable Audio & Video,Bose,2015,Female,0,12
693478,6227,629947,5.0,2015-12-06,Female,Camera & Photo,Fujifilm,2015,Female,0,12
693490,3576,629957,5.0,2015-12-06,Female,Accessories & Supplies,ebasy,2015,Male,0,12
693518,8061,629981,5.0,2015-12-06,Female&Male,Headphones,EldHus,2015,Male,0,12
693524,7356,507836,3.0,2015-12-06,Female&Male,Headphones,Mpow,2015,Male,1,12
693526,7356,629988,3.0,2015-12-06,Female&Male,Headphones,Mpow,2015,Female,0,12
693527,7356,629989,2.0,2015-12-06,Female&Male,Headphones,Mpow,2015,Female,0,12
693593,1911,13903,5.0,2015-12-06,Female&Male,Headphones,Sennheiser,2015,Male,2,12
693639,4539,55339,1.0,2015-12-06,Female&Male,Accessories & Supplies,EldHus,2015,Female,0,12
693649,4708,630095,4.0,2015-12-06,Female&Male,Headphones,Tiamat,2015,Male,0,12
693692,3767,630131,2.0,2015-12-06,Female&Male,Camera & Photo,Samsung,2015,Male,0,12
693709,6020,630147,5.0,2015-12-06,Male,Headphones,Mpow,2015,Female,0,12
693837,2569,630256,1.0,2015-12-06,Female&Male,Camera & Photo,ViewSonic,2015,Male,0,12
693839,2569,630258,1.0,2015-12-06,Female&Male,Camera & Photo,ViewSonic,2015,Male,0,12
693849,6396,630267,5.0,2015-12-06,Male,Headphones,Generic,2015,Female,0,12
693893,1473,630305,5.0,2015-12-06,Female,Accessories & Supplies,Etre Jeune,2015,Female,0,12
693938,5178,408353,5.0,2015-12-06,Male,Headphones,Skullcandy,2015,Male,1,12
693989,5407,630391,5.0,2015-12-07,Male,Computers & Accessories,HP,2015,Male,0,12
693993,6434,630395,4.0,2015-12-07,Male,Camera & Photo,Canon,2015,Male,0,12
694037,5156,630435,5.0,2015-12-07,Female,Portable Audio & Video,Bose,2015,Female,0,12
694095,7356,630488,3.0,2015-12-07,Female&Male,Headphones,Mpow,2015,Male,0,12
694125,7356,630515,4.0,2015-12-07,Female&Male,Headphones,Mpow,2015,Male,0,12
694136,5178,630525,3.0,2015-12-07,Male,Headphones,Skullcandy,2015,Male,0,12
694140,5178,630529,3.0,2015-12-07,Male,Headphones,Skullcandy,2015,Female,0,12
694151,1575,630539,3.0,2015-12-07,Male,Headphones,Sony,2015,Female,0,12
694152,1575,630540,4.0,2015-12-07,Male,Headphones,Sony,2015,Female,0,12
694155,1575,630543,4.0,2015-12-07,Male,Headphones,Sony,2015,Female,0,12
694174,1575,630560,5.0,2015-12-07,Male,Headphones,Sony,2015,Male,0,12
694230,4203,630610,5.0,2015-12-07,Female,Headphones,Bose,2015,Male,0,12
694248,2031,630626,4.0,2015-12-07,Female,Computers & Accessories,Logitech,2015,Male,0,12
694252,8077,630629,5.0,2015-12-07,Female,Camera & Photo,Neewer,2015,Female,0,12
694256,2031,630286,5.0,2015-12-07,Female,Computers & Accessories,Logitech,2015,Male,1,12
694265,8599,630639,5.0,2015-12-07,Female,Headphones,Etre Jeune,2015,Female,0,12
694267,3403,630641,5.0,2015-12-07,Female&Male,Headphones,EldHus,2015,Female,0,12
694269,5273,630643,5.0,2015-12-07,Female&Male,Portable Audio & Video,Bose,2015,Female,0,12
694368,4969,293900,4.0,2015-12-07,Male,Headphones,Bose,2015,Male,1,12
694372,3625,21644,5.0,2015-12-07,Female,Home Audio,Bose,2015,Female,1,12
694378,7809,630736,5.0,2015-12-07,Female&Male,Headphones,Mpow,2015,Female,0,12
694379,8599,630737,5.0,2015-12-07,Female,Headphones,Etre Jeune,2015,Female,0,12
694381,5748,630738,5.0,2015-12-07,Female&Male,Portable Audio & Video,Mpow,2015,Male,0,12
694386,4419,563616,5.0,2015-12-07,Male,Portable Audio & Video,Uniden,2015,Male,2,12
694422,2391,630773,4.0,2015-12-07,Male,Headphones,Skullcandy,2015,Female,0,12
694424,5215,630765,4.0,2015-12-07,Male,Headphones,Bose,2015,Male,2,12
694447,111,522013,5.0,2015-12-07,Female&Male,Headphones,Panasonic,2015,Female,2,12
694466,6396,630482,5.0,2015-12-07,Male,Headphones,Generic,2015,Female,2,12
694536,4539,630869,4.0,2015-12-07,Female&Male,Accessories & Supplies,EldHus,2015,Male,0,12
694544,1055,627092,5.0,2015-12-07,Female,Computers & Accessories,Linksys,2015,Female,0,12
694549,3011,630705,5.0,2015-12-07,Male,Camera & Photo,Fujifilm,2015,Female,2,12
694556,6687,630885,5.0,2015-12-07,Female&Male,Headphones,Mpow,2015,Female,0,12
694633,647,630952,1.0,2015-12-07,Male,Computers & Accessories,Logitech,2015,Male,0,12
694635,8341,630954,3.0,2015-12-07,Male,Camera & Photo,Neewer,2015,Male,0,12
694737,7721,631043,2.0,2015-12-07,Female,Headphones,TaoTronics,2015,Male,0,12
694798,1187,631097,3.0,2015-12-07,Female&Male,Computers & Accessories,Kodak,2015,Male,0,12
694799,5906,631098,5.0,2015-12-07,Female,Computers & Accessories,Fintie,2015,Male,0,12
694814,3606,437877,2.0,2015-12-07,Male,Headphones,Philips,2015,Male,1,12
694909,3884,631188,4.0,2015-12-07,Male,Computers & Accessories,LSS,2015,Female,0,12
694910,3884,631189,4.0,2015-12-07,Male,Computers & Accessories,LSS,2015,Female,0,12
694935,1124,631210,4.0,2015-12-07,Male,Computers & Accessories,Logitech,2015,Male,0,12
694937,1124,630477,1.0,2015-12-07,Male,Computers & Accessories,Logitech,2015,Male,2,12
694999,1496,631263,2.0,2015-12-07,Female&Male,Headphones,JLAB,2015,Male,0,12
695066,5554,631325,5.0,2015-12-08,Female&Male,Portable Audio & Video,Pyle,2015,Male,0,12
695084,8599,631342,5.0,2015-12-08,Female,Headphones,Etre Jeune,2015,Female,0,12
695135,3364,631386,5.0,2015-12-08,Female&Male,Camera & Photo,Canon,2015,Female,0,12
695225,6839,631468,5.0,2015-12-08,Female,Computers & Accessories,Plemo,2015,Male,0,12
695227,6839,525105,5.0,2015-12-08,Female,Computers & Accessories,Plemo,2015,Male,2,12
695249,4407,631488,5.0,2015-12-08,Male,Camera & Photo,Fujifilm,2015,Female,0,12
695317,4081,631550,1.0,2015-12-08,Female,Camera & Photo,Nikon,2015,Male,0,12
695345,4213,631575,5.0,2015-12-08,Female,Camera & Photo,Nikon,2015,Female,0,12
695373,4453,631600,5.0,2015-12-08,Female,Home Audio,Pyle,2015,Female,0,12
695441,3092,360564,5.0,2015-12-08,Female,Headphones,Sony,2015,Male,0,12
695443,5500,631659,1.0,2015-12-08,Female,Headphones,Sony,2015,Male,0,12
695464,7713,631680,5.0,2015-12-08,Female,Camera & Photo,Koolertron,2015,Female,0,12
695491,1124,460987,5.0,2015-12-08,Male,Computers & Accessories,Logitech,2015,Male,2,12
695496,6983,631705,5.0,2015-12-08,Female,Computers & Accessories,iRULU,2015,Male,0,12
695497,3106,498825,5.0,2015-12-08,Female,Computers & Accessories,Bose,2015,Male,2,12
695498,8332,631706,5.0,2015-12-08,Female,Computers & Accessories,iRULU,2015,Female,0,12
695507,5445,631714,2.0,2015-12-08,Female,Portable Audio & Video,Pyle,2015,Female,0,12
695687,7047,631872,3.0,2015-12-08,Female&Male,Headphones,Philips,2015,Female,0,12
695727,4869,631906,5.0,2015-12-08,Female&Male,Computers & Accessories,Plemo,2015,Female,0,12
695742,6687,631918,5.0,2015-12-08,Female&Male,Headphones,Mpow,2015,Male,0,12
695784,5055,631956,5.0,2015-12-08,Male,Headphones,EldHus,2015,Female,0,12
695805,3162,631973,2.0,2015-12-08,Female,Camera & Photo,Samsung,2015,Male,0,12
695844,33,632007,4.0,2015-12-08,Female&Male,Portable Audio & Video,Pyle,2015,Male,0,12
695874,2569,632032,2.0,2015-12-08,Female&Male,Camera & Photo,ViewSonic,2015,Male,0,12
695919,6263,632066,4.0,2015-12-08,Female&Male,Television & Video,Sony,2015,Male,0,12
696015,4203,632154,5.0,2015-12-08,Female,Headphones,Bose,2015,Female,0,12
696023,4203,81360,3.0,2015-12-08,Female,Headphones,Bose,2015,Female,1,12
696045,7479,632179,5.0,2015-12-08,Female&Male,Portable Audio & Video,Bose,2015,Female,0,12
696054,6662,632185,5.0,2015-12-08,Male,Home Audio,EldHus,2015,Female,0,12
696064,4969,632193,5.0,2015-12-08,Male,Headphones,Bose,2015,Female,0,12
696084,4203,632212,5.0,2015-12-08,Female,Headphones,Bose,2015,Female,0,12
696137,1270,632255,5.0,2015-12-09,Female&Male,Camera & Photo,Canon,2015,Male,0,12
696154,6599,632272,4.0,2015-12-09,Female,Camera & Photo,Nikon,2015,Male,0,12
696188,6687,632301,5.0,2015-12-09,Female&Male,Headphones,Mpow,2015,Male,0,12
696196,647,300289,5.0,2015-12-09,Male,Computers & Accessories,Logitech,2015,Female,2,12
696239,5156,632348,5.0,2015-12-09,Female,Portable Audio & Video,Bose,2015,Female,0,12
696267,1560,317408,5.0,2015-12-09,Female&Male,Accessories & Supplies,Sennheiser,2015,Male,2,12
696286,6437,632389,4.0,2015-12-09,Male,Headphones,TaoTronics,2015,Female,0,12
696312,5948,632408,3.0,2015-12-09,Female&Male,Headphones,JLAB,2015,Female,0,12
696341,6726,632437,5.0,2015-12-09,Female&Male,Camera & Photo,Polaroid,2015,Female,0,12
696400,5633,632488,3.0,2015-12-09,Female,Camera & Photo,Fujifilm,2015,Female,0,12
696425,879,632506,1.0,2015-12-09,Female,Car Electronics & GPS,JVC,2015,Male,0,12
696454,1575,631748,5.0,2015-12-09,Male,Headphones,Sony,2015,Female,2,12
696463,8061,632542,3.0,2015-12-09,Female&Male,Headphones,EldHus,2015,Female,0,12
696473,3884,632551,5.0,2015-12-09,Male,Computers & Accessories,LSS,2015,Male,0,12
696498,2586,632437,5.0,2015-12-09,Female,Camera & Photo,Polaroid,2015,Female,1,12
696550,7425,632620,4.0,2015-12-09,Male,Computers & Accessories,XShields,2015,Female,0,12
696552,7827,632622,5.0,2015-12-09,Female,Accessories & Supplies,Etre Jeune,2015,Male,0,12
696553,7827,632623,5.0,2015-12-09,Female,Accessories & Supplies,Etre Jeune,2015,Male,0,12
696566,2569,632272,3.0,2015-12-09,Female&Male,Camera & Photo,ViewSonic,2015,Male,0,12
696574,2031,632638,5.0,2015-12-09,Female,Computers & Accessories,Logitech,2015,Female,0,12
696636,5178,632694,4.0,2015-12-09,Male,Headphones,Skullcandy,2015,Female,0,12
696641,7721,419664,5.0,2015-12-09,Female,Headphones,TaoTronics,2015,Female,2,12
696684,7895,632736,5.0,2015-12-09,Female,Camera & Photo,Fujifilm,2015,Female,0,12
696718,3403,632765,5.0,2015-12-09,Female&Male,Headphones,EldHus,2015,Female,0,12
696731,3338,632778,3.0,2015-12-09,Male,Headphones,Jabra,2015,Male,0,12
696745,7884,632788,5.0,2015-12-09,Female&Male,Headphones,Mpow,2015,Female,0,12
696768,3544,632807,5.0,2015-12-09,Female&Male,Headphones,Sony,2015,Male,0,12
696774,6018,632813,5.0,2015-12-09,Female,Camera & Photo,Fujifilm,2015,Male,0,12
696785,3951,632823,5.0,2015-12-09,Male,Computers & Accessories,LSS,2015,Female,0,12
696857,5146,388417,5.0,2015-12-09,Female,Headphones,Jabra,2015,Male,2,12
696890,6020,632911,1.0,2015-12-09,Male,Headphones,Mpow,2015,Female,0,12
696896,4539,632917,5.0,2015-12-09,Female&Male,Accessories & Supplies,EldHus,2015,Male,0,12
696966,7356,535118,5.0,2015-12-09,Female&Male,Headphones,Mpow,2015,Male,1,12
696969,1861,632977,5.0,2015-12-09,Female,Accessories & Supplies,EldHus,2015,Male,0,12
696982,1259,632990,3.0,2015-12-09,Male,Portable Audio & Video,Philips,2015,Female,0,12
696987,3931,246501,4.0,2015-12-09,Female,Computers & Accessories,Fintie,2015,Female,2,12
697079,6493,633067,5.0,2015-12-09,Male,Headphones,Sony,2015,Female,0,12
697170,5178,633135,4.0,2015-12-10,Male,Headphones,Skullcandy,2015,Male,0,12
697189,6271,633153,5.0,2015-12-10,Female&Male,Headphones,Tiamat,2015,Female,0,12
697270,6396,633223,5.0,2015-12-10,Male,Headphones,Generic,2015,Male,0,12
697271,6396,633224,5.0,2015-12-10,Male,Headphones,Generic,2015,Female,0,12
697407,7356,633337,5.0,2015-12-10,Female&Male,Headphones,Mpow,2015,Male,0,12
697410,7356,633340,5.0,2015-12-10,Female&Male,Headphones,Mpow,2015,Male,0,12
697421,6983,633350,1.0,2015-12-10,Female,Computers & Accessories,iRULU,2015,Female,0,12
697466,3869,128431,5.0,2015-12-10,Male,Portable Audio & Video,DBPOWER,2015,Female,2,12
697479,3229,633401,5.0,2015-12-10,Female,Accessories & Supplies,Etre Jeune,2015,Female,0,12
697486,3229,633408,3.0,2015-12-10,Female,Accessories & Supplies,Etre Jeune,2015,Male,0,12
697499,5249,621815,4.0,2015-12-10,Female&Male,Computers & Accessories,IRULU,2015,Male,2,12
697518,5748,633434,3.0,2015-12-10,Female&Male,Portable Audio & Video,Mpow,2015,Male,0,12
697589,4969,633490,3.0,2015-12-10,Male,Headphones,Bose,2015,Female,0,12
697601,1661,633501,4.0,2015-12-10,Male,Computers & Accessories,Logitech,2015,Male,0,12
697602,4203,600364,5.0,2015-12-10,Female,Headphones,Bose,2015,Female,2,12
697605,8599,633504,5.0,2015-12-10,Female,Headphones,Etre Jeune,2015,Male,0,12
697619,4144,446356,4.0,2015-12-10,Female,Computers & Accessories,EldHus,2015,Male,1,12
697645,4539,570962,5.0,2015-12-10,Female&Male,Accessories & Supplies,EldHus,2015,Male,1,12
697650,5273,633541,5.0,2015-12-10,Female&Male,Portable Audio & Video,Bose,2015,Female,0,12
697662,8599,296810,5.0,2015-12-10,Female,Headphones,Etre Jeune,2015,Male,1,12
697695,7884,633578,3.0,2015-12-10,Female&Male,Headphones,Mpow,2015,Male,0,12
697701,3011,633584,5.0,2015-12-10,Male,Camera & Photo,Fujifilm,2015,Female,0,12
697740,1124,174170,1.0,2015-12-10,Male,Computers & Accessories,Logitech,2015,Male,1,12
697776,647,633648,5.0,2015-12-10,Male,Computers & Accessories,Logitech,2015,Female,0,12
697778,5951,633650,5.0,2015-12-10,Female,Headphones,Etre Jeune,2015,Male,0,12
697779,5041,633651,5.0,2015-12-10,Male,Headphones,Bose,2015,Female,0,12
697812,3173,633680,4.0,2015-12-10,Female&Male,Computers & Accessories,ViewSonic,2015,Male,0,12
697825,827,633636,4.0,2015-12-10,Male,Home Audio,Pyle,2015,Female,2,12
697834,3884,633697,5.0,2015-12-10,Male,Computers & Accessories,LSS,2015,Female,0,12
697847,2159,621562,5.0,2015-12-10,Male,Portable Audio & Video,Uniden,2015,Male,2,12
697856,2031,633715,5.0,2015-12-10,Female,Computers & Accessories,Logitech,2015,Male,0,12
697888,6328,633740,4.0,2015-12-10,Female&Male,Home Audio,TaoTronics,2015,Male,0,12
697901,6689,633752,3.0,2015-12-10,Female&Male,Headphones,Mpow,2015,Male,0,12
697955,2863,633799,5.0,2015-12-10,Male,Computers & Accessories,EldHus,2015,Male,0,12
698020,5055,633857,4.0,2015-12-10,Male,Headphones,EldHus,2015,Female,0,12
698030,2031,633864,5.0,2015-12-10,Female,Computers & Accessories,Logitech,2015,Female,0,12
698044,2159,461140,4.0,2015-12-11,Male,Portable Audio & Video,Uniden,2015,Male,2,12
698050,8442,66688,5.0,2015-12-11,Female&Male,Computers & Accessories,HP,2015,Female,1,12
698093,2031,633914,3.0,2015-12-11,Female,Computers & Accessories,Logitech,2015,Female,0,12
698114,6396,633932,5.0,2015-12-11,Male,Headphones,Generic,2015,Male,0,12
698142,2903,278789,4.0,2015-12-11,Female,Computers & Accessories,Jabra,2015,Male,2,12
698197,4858,634009,3.0,2015-12-11,Male,Computers & Accessories,XShields,2015,Male,0,12
698219,5405,634029,5.0,2015-12-11,Female,Computers & Accessories,Apple,2015,Female,0,12
698224,2450,211252,5.0,2015-12-11,Female,Headphones,Sony,2015,Male,1,12
698271,8701,370884,5.0,2015-12-11,Female&Male,Headphones,EldHus,2015,Female,2,12
698293,8004,359197,3.0,2015-12-11,Female,Camera & Photo,Mpow,2015,Male,2,12
698306,1661,538109,5.0,2015-12-11,Male,Computers & Accessories,Logitech,2015,Female,1,12
698312,1575,634111,5.0,2015-12-11,Male,Headphones,Sony,2015,Female,0,12
698317,8599,3997,5.0,2015-12-11,Female,Headphones,Etre Jeune,2015,Male,1,12
698345,4302,634139,5.0,2015-12-11,Female,Computers & Accessories,Apple,2015,Male,0,12
698364,1111,634156,5.0,2015-12-11,Male,Computers & Accessories,Toshiba,2015,Male,0,12
698385,7559,410389,1.0,2015-12-11,Female&Male,Headphones,TaoTronics,2015,Male,2,12
698446,5138,634226,5.0,2015-12-11,Female,Headphones,Bose,2015,Male,0,12
698496,1537,634267,2.0,2015-12-11,Male,Camera & Photo,Sony,2015,Male,0,12
698497,2488,634268,5.0,2015-12-11,Male,Headphones,Skullcandy,2015,Male,0,12
698514,1323,634280,5.0,2015-12-11,Male,Car Electronics & GPS,Garmin,2015,Male,0,12
698540,154,634303,5.0,2015-12-11,Female&Male,Headphones,EldHus,2015,Male,0,12
698576,5009,634140,5.0,2015-12-11,Female&Male,Headphones,Mpow,2015,Female,2,12
698609,7721,634358,5.0,2015-12-11,Female,Headphones,TaoTronics,2015,Female,0,12
698667,4203,634410,3.0,2015-12-11,Female,Headphones,Bose,2015,Female,0,12
698688,5178,230650,1.0,2015-12-11,Male,Headphones,Skullcandy,2015,Male,1,12
698704,608,634445,1.0,2015-12-11,Male,Headphones,Sennheiser,2015,Male,0,12
698711,2355,634452,5.0,2015-12-11,Male,Headphones,Skullcandy,2015,Female,0,12
698714,3403,633956,5.0,2015-12-11,Female&Male,Headphones,EldHus,2015,Female,2,12
698734,4595,634474,5.0,2015-12-11,Female,Computers & Accessories,Fintie,2015,Male,0,12
698750,4581,634488,3.0,2015-12-11,Female,Camera & Photo,Fintie,2015,Male,0,12
698789,6791,634520,5.0,2015-12-11,Female,Camera & Photo,Olympus,2015,Female,0,12
698821,8133,634550,5.0,2015-12-11,Female,Computers & Accessories,Fintie,2015,Female,0,12
698882,6687,634599,5.0,2015-12-11,Female&Male,Headphones,Mpow,2015,Male,0,12
698889,5948,634605,1.0,2015-12-11,Female&Male,Headphones,JLAB,2015,Female,0,12
699025,8184,329703,5.0,2015-12-12,Female&Male,Headphones,Bose,2015,Male,2,12
699080,7884,634773,1.0,2015-12-12,Female&Male,Headphones,Mpow,2015,Female,0,12
699100,6295,634791,5.0,2015-12-12,Male,Computers & Accessories,Sony,2015,Male,0,12
699116,1367,634807,1.0,2015-12-12,Male,Computers & Accessories,Linksys,2015,Male,0,12
699148,7721,634836,5.0,2015-12-12,Female,Headphones,TaoTronics,2015,Male,0,12
699173,7888,634857,1.0,2015-12-12,Female&Male,Headphones,TaoTronics,2015,Male,0,12
699191,7884,634874,1.0,2015-12-12,Female&Male,Headphones,Mpow,2015,Female,0,12
